species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
kalmii,LKALMSH21040-5_52_52,LKALMSH21040,52,52,100.003,Y,163,285,140.5,40.5
kalmii,LKALMSH21040-5_6_52,LKALMSH21040,6,52,100.003,Y,171,220,155.5,105.5
kalmii,LKALMSH21040-5_7_52,LKALMSH21040,7,52,100.003,Y,149,267,185.5,58.5
kalmii,LKALMSH21040-5_8_52,LKALMSH21040,8,52,100.003,Y,163,239,169.5,87.5
kalmii,LKALMSH21040-5_9_52,LKALMSH21040,9,52,100.003,Y,174,285,146.5,40.5
nuttalii,LNUTTAC17136-1_1_3,LNUTTAC17136,1,3,106.692,Y,40,55,32.5,17.5
nuttalii,LNUTTAC17136-1_2_3,LNUTTAC17136,2,3,106.692,Y,29,53,46.5,21.5
nuttalii,LNUTTAC17136-1_3_3,LNUTTAC17136,3,3,106.692,Y,40,53,35.5,19.5
nuttalii,LNUTTAC17136-2_1_2,LNUTTAC17136,1,2,106.338,Y,35,53,36.5,19.5
nuttalii,LNUTTAC17136-2_2_2,LNUTTAC17136,2,2,106.338,Y,37,63,40.5,14.5
nuttalii,LNUTTAC17136-3_1_1,LNUTTAC17136,1,1,106.269,Y,43,88,54.5,13.5
nuttalii,LNUTTAC17140-3_1_2,LNUTTAC17140,1,2,106.5454545,,,,,
nuttalii,LNUTTAC17140-3_2_2,LNUTTAC17140,2,2,106.5454545,,,,,
nuttalii,LNUTTAC21028-1_1_5,LNUTTAC21028,1,5,112.002,,,,,
nuttalii,LNUTTAC21028-1_2_5,LNUTTAC21028,2,5,112.002,,,,,
nuttalii,LNUTTAC21028-1_3_5,LNUTTAC21028,3,5,112.002,,,,,
nuttalii,LNUTTAC21028-1_4_5,LNUTTAC21028,4,5,112.002,,,,,
nuttalii,LNUTTAC21028-1_5_5,LNUTTAC21028,5,5,112.002,,,,,
nuttalii,LNUTTAC21028-2_1_7,LNUTTAC21028,1,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_2_7,LNUTTAC21028,2,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_3_7,LNUTTAC21028,3,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_4_7,LNUTTAC21028,4,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_5_7,LNUTTAC21028,5,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_6_7,LNUTTAC21028,6,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-2_7_7,LNUTTAC21028,7,7,106.3636364,,,,,
nuttalii,LNUTTAC21028-3_1_10,LNUTTAC21028,1,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_10_10,LNUTTAC21028,10,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_2_10,LNUTTAC21028,2,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_3_10,LNUTTAC21028,3,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_4_10,LNUTTAC21028,4,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_5_10,LNUTTAC21028,5,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_6_10,LNUTTAC21028,6,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_7_10,LNUTTAC21028,7,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_8_10,LNUTTAC21028,8,10,106.7272727,,,,,
nuttalii,LNUTTAC21028-3_9_10,LNUTTAC21028,9,10,106.7272727,,,,,
nuttalii,LNUTTAC21048-1_1_11,LNUTTAC21048,1,11,109.503,Y,167,207,144.5,93.5
nuttalii,LNUTTAC21048-1_10_11,LNUTTAC21048,10,11,109.503,Y,155,171,144.5,127.5
nuttalii,LNUTTAC21048-1_11_11,LNUTTAC21048,11,11,109.503,Y,162,169,140.5,131.5
nuttalii,LNUTTAC21048-1_2_11,LNUTTAC21048,2,11,109.503,Y,150,192,145.5,107.5
nuttalii,LNUTTAC21048-1_3_11,LNUTTAC21048,3,11,109.503,Y,151,194,143.5,103.5
nuttalii,LNUTTAC21048-1_4_11,LNUTTAC21048,4,11,109.503,Y,148,203,157.5,104.5
nuttalii,LNUTTAC21048-1_5_11,LNUTTAC21048,5,11,109.503,Y,154,162,143.5,135.5
nuttalii,LNUTTAC21048-1_6_11,LNUTTAC21048,6,11,109.503,Y,148,173,141.5,123.5
nuttalii,LNUTTAC21048-1_7_11,LNUTTAC21048,7,11,109.503,Y,147,173,145.5,125.5
nuttalii,LNUTTAC21048-1_8_11,LNUTTAC21048,8,11,109.503,Y,149,159,150.5,141.5
nuttalii,LNUTTAC21048-1_9_11,LNUTTAC21048,9,11,109.503,Y,152,171,148.5,127.5
nuttalii,LNUTTAC21048-2_1_6,LNUTTAC21048,1,6,111.013,Y,57,64,44.5,40.5
nuttalii,LNUTTAC21048-2_2_6,LNUTTAC21048,2,6,111.013,Y,58,86,38.5,15.5
nuttalii,LNUTTAC21048-2_3_6,LNUTTAC21048,3,6,111.013,Y,46,78,49.5,19.5
nuttalii,LNUTTAC21048-2_4_6,LNUTTAC21048,4,6,111.013,Y,52,88,46.5,12.5
nuttalii,LNUTTAC21048-2_5_6,LNUTTAC21048,5,6,111.013,Y,56,81,47.5,16.5
nuttalii,LNUTTAC21048-2_6_6,LNUTTAC21048,6,6,111.013,Y,56.167,66.167,43.667,34.667
nuttalii,LNUTTAC21048-4_1_6,LNUTTAC21048,1,6,109.679,Y,74,113,80.5,39.5
nuttalii,LNUTTAC21048-4_2_6,LNUTTAC21048,2,6,109.679,Y,67,127,79.5,24.5
nuttalii,LNUTTAC21048-4_3_6,LNUTTAC21048,3,6,109.679,Y,66,124,86.5,24.5
nuttalii,LNUTTAC21048-4_4_6,LNUTTAC21048,4,6,109.679,Y,73,122,84.5,29.5
nuttalii,LNUTTAC21048-4_5_6,LNUTTAC21048,5,6,109.679,Y,82,98,64.5,51.5
nuttalii,LNUTTAC21048-4_6_6,LNUTTAC21048,6,6,109.679,Y,68,106,81.5,44.5
nuttalii,LNUTTAC21048-5_1_5,LNUTTAC21048,1,5,108.342,Y,101,133,80.5,21.5
nuttalii,LNUTTAC21048-5_2_5,LNUTTAC21048,2,5,108.342,Y,69,112,100.5,44.5
nuttalii,LNUTTAC21048-5_3_5,LNUTTAC21048,3,5,108.342,Y,73.5,97.5,77.5,53.833
nuttalii,LNUTTAC21048-5_4_5,LNUTTAC21048,4,5,108.342,Y,85.5,105.5,68.75,43.5
nuttalii,LNUTTAC21048-5_5_5,LNUTTAC21048,5,5,108.342,Y,87,104.5,62.75,44.5
nuttalii,LNUTTAC21048-6_1_8,LNUTTAC21048,1,8,112.273,Y,40,135,77.5,16.5
nuttalii,LNUTTAC21048-6_2_8,LNUTTAC21048,2,8,112.273,Y,78,130,68.5,24.5
nuttalii,LNUTTAC21048-6_3_8,LNUTTAC21048,3,8,112.273,Y,64,126.5,77.5,24.5
nuttalii,LNUTTAC21048-6_4_8,LNUTTAC21048,4,8,112.273,Y,77.833,95.833,73.833,54.5
nuttalii,LNUTTAC21048-6_5_8,LNUTTAC21048,5,8,112.273,Y,70,109.25,83,40.75
nuttalii,LNUTTAC21048-6_6_8,LNUTTAC21048,6,8,112.273,Y,79.167,125.833,78.167,24.167
nuttalii,LNUTTAC21048-6_7_8,LNUTTAC21048,7,8,112.273,Y,68.167,125.5,81.5,23.833
nuttalii,LNUTTAC21048-6_8_8,LNUTTAC21048,8,8,112.273,Y,77.167,121.167,72.5,29.833
nuttalii,LNUTTAC21048-7_1_5,LNUTTAC21048,1,5,111.54,Y,58.25,75.75,41.75,23.75
nuttalii,LNUTTAC21048-7_2_5,LNUTTAC21048,2,5,111.54,Y,58.667,76.167,42.5,23
nuttalii,LNUTTAC21048-7_3_5,LNUTTAC21048,3,5,111.54,Y,40.75,76.75,58.25,23.75
nuttalii,LNUTTAC21048-7_4_5,LNUTTAC21048,4,5,111.54,Y,51.5,75.75,45.5,24.25
nuttalii,LNUTTAC21048-7_5_5,LNUTTAC21048,5,5,111.54,Y,51.5,82.75,45.75,16.75
nuttalii,LNUTTAC21054-1_1_7,LNUTTAC21054,1,7,106.8181818,Y,130,182,92.5,20.5
nuttalii,LNUTTAC21054-1_2_7,LNUTTAC21054,2,7,106.8181818,Y,122,162,77.5,42.5
nuttalii,LNUTTAC21054-1_3_7,LNUTTAC21054,3,7,106.8181818,Y,76,162,115.5,40.5
nuttalii,LNUTTAC21054-1_4_7,LNUTTAC21054,4,7,106.8181818,Y,111,163,93.5,34.5
nuttalii,LNUTTAC21054-1_5_7,LNUTTAC21054,5,7,106.8181818,Y,106.5,142,94,57.5
nuttalii,LNUTTAC21054-1_6_7,LNUTTAC21054,6,7,106.8181818,Y,90,132,102.5,74.5
nuttalii,LNUTTAC21054-1_7_7,LNUTTAC21054,7,7,106.8181818,Y,97.5,133.5,90.5,67.5
nuttalii,LNUTTAC21054-2_1_5,LNUTTAC21054,1,5,107.0909091,,,,,
nuttalii,LNUTTAC21054-2_2_5,LNUTTAC21054,2,5,107.0909091,,,,,
nuttalii,LNUTTAC21054-2_3_5,LNUTTAC21054,3,5,107.0909091,,,,,
nuttalii,LNUTTAC21054-2_4_5,LNUTTAC21054,4,5,107.0909091,,,,,
nuttalii,LNUTTAC21054-2_5_5,LNUTTAC21054,5,5,107.0909091,,,,,
nuttalii,LNUTTAC21054-4_1_3,LNUTTAC21054,1,3,107.0909091,,,,,
nuttalii,LNUTTAC21054-4_2_3,LNUTTAC21054,2,3,107.0909091,,,,,
nuttalii,LNUTTAC21054-4_3_3,LNUTTAC21054,3,3,107.0909091,,,,,
nuttalii,LNUTTAC21054-5_1_5,LNUTTAC21054,1,5,107.718,,,,,
nuttalii,LNUTTAC21054-5_2_5,LNUTTAC21054,2,5,107.718,,,,,
nuttalii,LNUTTAC21054-5_3_5,LNUTTAC21054,3,5,107.718,,,,,
nuttalii,LNUTTAC21054-5_4_5,LNUTTAC21054,4,5,107.718,,,,,
nuttalii,LNUTTAC21054-5_5_5,LNUTTAC21054,5,5,107.718,,,,,
nuttalii,LNUTTBS17075-1_1_2,LNUTTBS17075,1,2,107.257,,,,,
nuttalii,LNUTTBS17075-1_2_2,LNUTTBS17075,2,2,107.257,,,,,
nuttallii,LNUTTBS17075-2_1_3,LNUTTBS17075,1,3,96.771,,,,,
nuttallii,LNUTTBS17075-2_2_3,LNUTTBS17075,2,3,96.771,,,,,
nuttallii,LNUTTBS17075-2_3_3,LNUTTBS17075,3,3,96.771,,,,,
nuttallii,LNUTTBS17075-3_1_3,LNUTTBS17075,1,3,97.563,,,,,
nuttallii,LNUTTBS17075-3_2_3,LNUTTBS17075,2,3,97.563,,,,,
nuttallii,LNUTTBS17075-3_3_3,LNUTTBS17075,3,3,97.563,,,,,
nuttalii,LNUTTBS17082-3_1_3,LNUTTBS17082,1,3,106.9090909,,,,,
nuttalii,LNUTTBS17082-3_2_3,LNUTTBS17082,2,3,106.9090909,,,,,
nuttalii,LNUTTBS17082-3_3_3,LNUTTBS17082,3,3,106.9090909,,,,,
nuttalii,LNUTTGG21062-1_1_1,LNUTTGG21062,1,1,113.334,Y,186,245,153.5,58.5
nuttalii,LNUTTSH21045-1_1_11,LNUTTSH21045,1,11,111.333,Y,172,235,144.5,65.5
nuttalii,LNUTTSH21045-1_10_11,LNUTTSH21045,10,11,111.333,N,149.5,175.5,152.167,126.167
nuttalii,LNUTTSH21045-1_11_11,LNUTTSH21045,11,11,111.333,Y,146,217,141.5,80.5
nuttalii,LNUTTSH21045-1_2_11,LNUTTSH21045,2,11,111.333,Y,159,247,121.5,52.5
nuttalii,LNUTTSH21045-1_3_11,LNUTTSH21045,3,11,111.333,Y,153,250,164.5,47.5
nuttalii,LNUTTSH21045-1_4_11,LNUTTSH21045,4,11,111.333,Y,157,258,148.5,42.5
nuttalii,LNUTTSH21045-1_5_11,LNUTTSH21045,5,11,111.333,Y,124,204,157.5,97.5
nuttalii,LNUTTSH21045-1_6_11,LNUTTSH21045,6,11,111.333,Y,154,241,154.5,61.5
nuttalii,LNUTTSH21045-1_7_11,LNUTTSH21045,7,11,111.333,Y,142,229,152.5,75.5
nuttalii,LNUTTSH21045-1_8_11,LNUTTSH21045,8,11,111.333,Y,147,217,153.5,85.5
nuttalii,LNUTTSH21045-1_9_11,LNUTTSH21045,9,11,111.333,Y,166,226,143.5,76.5
nuttalii,LNUTTSH21045-2_1_6,LNUTTSH21045,1,6,111.346,Y,192,210,111.5,100.5
nuttalii,LNUTTSH21045-2_2_6,LNUTTSH21045,2,6,111.346,Y,133,197,161.5,105.5
nuttalii,LNUTTSH21045-2_3_6,LNUTTSH21045,3,6,111.346,Y,120,217,172.5,85.5
nuttalii,LNUTTSH21045-2_4_6,LNUTTSH21045,4,6,111.346,Y,145,220,148.5,79.5
nuttalii,LNUTTSH21045-2_5_6,LNUTTSH21045,5,6,111.346,Y,157,229,140.5,70.5
nuttalii,LNUTTSH21045-2_6_6,LNUTTSH21045,6,6,111.346,Y,155,230,147.5,71.5
nuttalii,LNUTTSH21045-3_1_8,LNUTTSH21045,1,8,113.004,Y,141,189,160.5,114.5
nuttalii,LNUTTSH21045-3_2_8,LNUTTSH21045,2,8,113.004,Y,166,217,138.5,88.5
nuttalii,LNUTTSH21045-3_3_8,LNUTTSH21045,3,8,113.004,Y,171,289,133.5,12.5
nuttalii,LNUTTSH21045-3_4_8,LNUTTSH21045,4,8,113.004,Y,147,199,144.5,104.5
nuttalii,LNUTTSH21045-3_5_8,LNUTTSH21045,5,8,113.004,Y,155,195,148.5,107.5
nuttalii,LNUTTSH21045-3_6_8,LNUTTSH21045,6,8,113.004,Y,147,168,147.5,131.5
nuttalii,LNUTTSH21045-3_7_8,LNUTTSH21045,7,8,113.004,Y,165,221,115.5,78.5
nuttalii,LNUTTSH21045-3_8_8,LNUTTSH21045,8,8,113.004,Y,164,260,115.5,41.5
nuttalii,LNUTTSH21045-4_1_8,LNUTTSH21045,1,8,113.351,Y,154,187,140.5,114.5
nuttalii,LNUTTSH21045-4_2_8,LNUTTSH21045,2,8,113.351,Y,157,187,142.5,117.5
nuttalii,LNUTTSH21045-4_3_8,LNUTTSH21045,3,8,113.351,Y,164,187,134.5,112.5
nuttalii,LNUTTSH21045-4_4_8,LNUTTSH21045,4,8,113.351,Y,146,197,152.5,102.5
nuttalii,LNUTTSH21045-4_5_8,LNUTTSH21045,5,8,113.351,Y,154,200,142.5,99.5
nuttalii,LNUTTSH21045-4_6_8,LNUTTSH21045,6,8,113.351,Y,156,182,139.5,117.5
nuttalii,LNUTTSH21045-4_7_8,LNUTTSH21045,7,8,113.351,Y,161,179,138.5,118.5
nuttalii,LNUTTSH21045-4_8_8,LNUTTSH21045,8,8,113.351,Y,159,167,141.5,131.5
nuttalii,LNUTTSH21045-5_1_5,LNUTTSH21045,1,5,112.334,Y,149,177,131.5,126.5
nuttalii,LNUTTSH21045-5_2_5,LNUTTSH21045,2,5,112.334,Y,159,205,132.5,95.5
nuttalii,LNUTTSH21045-5_3_5,LNUTTSH21045,3,5,112.334,Y,152,229,140.5,69.5
nuttalii,LNUTTSH21045-5_4_5,LNUTTSH21045,4,5,112.334,Y,146,193,147.5,108.5
nuttalii,LNUTTSH21045-5_5_5,LNUTTSH21045,5,5,112.334,N,149,179,148.5,129.5
nuttalii,LNUTTSH21045-6_1_10,LNUTTSH21045,1,10,113.346,N,162,157,137.5,148.5
nuttalii,LNUTTSH21045-6_10_10,LNUTTSH21045,10,10,113.346,Y,159,226,138.5,74.5
nuttalii,LNUTTSH21045-6_2_10,LNUTTSH21045,2,10,113.346,Y,132,166,166.5,135.5
nuttalii,LNUTTSH21045-6_3_10,LNUTTSH21045,3,10,113.346,N,158,167,152.5,135.5
nuttalii,LNUTTSH21045-6_4_10,LNUTTSH21045,4,10,113.346,N,155,173,150.5,128.5
nuttalii,LNUTTSH21045-6_5_10,LNUTTSH21045,5,10,113.346,Y,150,226,174.5,75.5
nuttalii,LNUTTSH21045-6_6_10,LNUTTSH21045,6,10,113.346,Y,150,163,152.5,134.5
nuttalii,LNUTTSH21045-6_7_10,LNUTTSH21045,7,10,113.346,Y,140,168,146.5,133.5
nuttalii,LNUTTSH21045-6_8_10,LNUTTSH21045,8,10,113.346,Y,148,166,151.5,130.5
nuttalii,LNUTTSH21045-6_9_10,LNUTTSH21045,9,10,113.346,Y,153,237,138.5,65.5
nuttalii,LNUTTSH21045-7_1_10,LNUTTSH21045,1,10,113.008,Y,156,198,131.5,103.5
nuttalii,LNUTTSH21045-7_10_10,LNUTTSH21045,10,10,113.008,Y,145,211,148.5,85.5
nuttalii,LNUTTSH21045-7_2_10,LNUTTSH21045,2,10,113.008,Y,159,217,137.5,83.5
nuttalii,LNUTTSH21045-7_3_10,LNUTTSH21045,3,10,113.008,Y,159,226,149.5,73.5
nuttalii,LNUTTSH21045-7_4_10,LNUTTSH21045,4,10,113.008,Y,133,217,166.5,84.5
nuttalii,LNUTTSH21045-7_5_10,LNUTTSH21045,5,10,113.008,Y,137,208,164.5,89.5
nuttalii,LNUTTSH21045-7_6_10,LNUTTSH21045,6,10,113.008,Y,153,185,147.5,114.5
nuttalii,LNUTTSH21045-7_7_10,LNUTTSH21045,7,10,113.008,Y,161,172,141.5,130.5
nuttalii,LNUTTSH21045-7_8_10,LNUTTSH21045,8,10,113.008,Y,149,206,154.5,95.5
nuttalii,LNUTTSH21045-7_9_10,LNUTTSH21045,9,10,113.008,Y,177,200,119.5,102.5
nuttalii,LNUTTSH21045-9_1_5,LNUTTSH21045,1,5,112.75,Y,168,211,150.5,85.5
nuttalii,LNUTTSH21045-9_2_5,LNUTTSH21045,2,5,112.75,Y,154,192,156.5,108.5
nuttalii,LNUTTSH21045-9_3_5,LNUTTSH21045,3,5,112.75,Y,134,188,163.5,116.5
nuttalii,LNUTTSH21045-9_4_5,LNUTTSH21045,4,5,112.75,Y,153,169,147.5,131.5
nuttalii,LNUTTSH21045-9_5_5,LNUTTSH21045,5,5,112.75,Y,151,161,150.5,141.5
paludosa,LPALUAC21026-1_1_3,LPALUAC21026,1,3,97.962,Y,500,1152,581.5,47.5
paludosa,LPALUAC21026-1_2_3,LPALUAC21026,2,3,97.962,Y,492,876,607.5,235.5
paludosa,LPALUAC21026-1_3_3,LPALUAC21026,3,3,97.962,Y,598,858,595.5,343.5
paludosa,LPALUAC21026-3_1_6,LPALUAC21026,1,6,96.27272727,Y,510,1070,583.5,131.5
paludosa,LPALUAC21026-3_2_6,LPALUAC21026,2,6,96.27272727,Y,496,954,675.5,197.5
paludosa,LPALUAC21026-3_3_6,LPALUAC21026,3,6,96.27272727,Y,594,638,611.5,563.5
paludosa,LPALUAC21026-3_4_6,LPALUAC21026,4,6,96.27272727,Y,672,808,533.5,397.5
paludosa,LPALUAC21026-3_5_6,LPALUAC21026,5,6,96.27272727,Y,610,732,585.5,465.5
paludosa,LPALUAC21026-3_6_6,LPALUAC21026,6,6,96.27272727,Y,574,662,623.5,539.5
paludosa,LPALUAC21026-4_1_2,LPALUAC21026,1,2,96.27272727,Y,622,862,611.5,339.5
paludosa,LPALUAC21026-4_2_2,LPALUAC21026,2,2,96.27272727,Y,610,670,589.5,529.5
paludosa,LPALUBS17067-1_1_7,LPALUBS17067,1,7,96.67,Y,166,353,186.5,49.5
paludosa,LPALUBS17067-1_2_7,LPALUBS17067,2,7,96.67,Y,214,390,169.5,12.5
paludosa,LPALUBS17067-1_3_7,LPALUBS17067,3,7,96.67,Y,210,225,193,175
paludosa,LPALUBS17067-1_4_7,LPALUBS17067,4,7,96.67,Y,228,250,181.5,152.5
paludosa,LPALUBS17067-1_5_7,LPALUBS17067,5,7,96.67,Y,221,300,182.5,105.5
paludosa,LPALUBS17067-1_6_7,LPALUBS17067,6,7,96.67,Y,212,245,177.5,155.5
paludosa,LPALUBS17067-1_7_7,LPALUBS17067,7,7,96.67,Y,204,220,197.5,181.5
paludosa,LPALUBS17067-2_1_3,LPALUBS17067,1,3,96.512,Y,339,541,233.5,10.5
paludosa,LPALUBS17067-2_2_3,LPALUBS17067,2,3,96.512,Y,268,433,266.5,117.5
paludosa,LPALUBS17067-2_3_3,LPALUBS17067,3,3,96.512,Y,266,353,282.5,195.5
paludosa,LPALUBS17067-3_1_4,LPALUBS17067,1,4,93.54545455,Y,248,445,289.5,102.5
paludosa,LPALUBS17067-3_2_4,LPALUBS17067,2,4,93.54545455,Y,299,379,252.5,170.5
paludosa,LPALUBS17067-3_3_4,LPALUBS17067,3,4,93.54545455,Y,293,330,255.5,218.5
paludosa,LPALUBS17067-3_4_4,LPALUBS17067,4,4,93.54545455,Y,290,284,255.5,266.5
paludosa,LPALUBS17067-4_1_4,LPALUBS17067,1,4,98.25,Y,94,239,149.5,12.5
paludosa,LPALUBS17067-4_2_4,LPALUBS17067,2,4,98.25,Y,103,216,154.5,33.5
paludosa,LPALUBS17067-4_3_4,LPALUBS17067,3,4,98.25,Y,104,228,151.5,21.5
paludosa,LPALUBS17067-4_4_4,LPALUBS17067,4,4,98.25,Y,119,180,141.5,72.5
paludosa,LPALUBS17067-5_1_5,LPALUBS17067,1,5,96.54545455,Y,311,485,244.5,18.5
paludosa,LPALUBS17067-5_2_5,LPALUBS17067,2,5,96.54545455,Y,253,287,233.5,213.5
paludosa,LPALUBS17067-5_3_5,LPALUBS17067,3,5,96.54545455,Y,285,301,216.5,200.5
paludosa,LPALUBS17067-5_4_5,LPALUBS17067,4,5,96.54545455,Y,241,289,259.5,210.5
paludosa,LPALUBS17067-5_5_5,LPALUBS17067,5,5,96.54545455,Y,262,270,239.5,235.5
paludosa,LPALUBS17068-1_1_7,LPALUBS17068,1,7,97.762,N,194,380,197.5,20.5
paludosa,LPALUBS17068-1_2_7,LPALUBS17068,2,7,97.762,N,204,300,204.5,106.5
paludosa,LPALUBS17068-1_3_7,LPALUBS17068,3,7,97.762,N,204,242,192.5,159.5
paludosa,LPALUBS17068-1_4_7,LPALUBS17068,4,7,97.762,N,190,237,218.5,166.5
paludosa,LPALUBS17068-1_5_7,LPALUBS17068,5,7,97.762,N,201,230,199.5,173.5
paludosa,LPALUBS17068-1_6_7,LPALUBS17068,6,7,97.762,N,202,215,200.5,182.5
paludosa,LPALUBS17068-1_7_7,LPALUBS17068,7,7,97.762,N,198,218,205.5,184.5
paludosa,LPALUBS17068-3_1_4,LPALUBS17068,1,4,97.758,Y,148,396,240.5,3.5
paludosa,LPALUBS17068-3_2_4,LPALUBS17068,2,4,97.758,Y,198,298,198.5,101.5
paludosa,LPALUBS17068-3_3_4,LPALUBS17068,3,4,97.758,Y,196,236,206.5,168.5
paludosa,LPALUBS17068-3_4_4,LPALUBS17068,4,4,97.758,Y,202,225,197.5,178.5
paludosa,LPALUBS17068-4_1_4,LPALUBS17068,1,5,98.011,Y,144,328,197.5,22.5
paludosa,LPALUBS17068-4_2_4,LPALUBS17068,2,5,98.011,Y,166,258,185.5,92.5
paludosa,LPALUBS17068-4_3_4,LPALUBS17068,3,5,98.011,Y,167,220,170.5,131.5
paludosa,LPALUBS17068-4_4_4,LPALUBS17068,4,5,98.011,Y,167,193,181.5,159.5
paludosa,LPALUBS17068-5_1_7,LPALUBS17068,1,7,96.676,Y,169,238,167.5,114.5
paludosa,LPALUBS17068-5_2_7,LPALUBS17068,2,7,96.676,Y,169,313,187.5,40.5
paludosa,LPALUBS17068-5_3_7,LPALUBS17068,3,7,96.676,Y,181,233,175.5,114.5
paludosa,LPALUBS17068-5_4_7,LPALUBS17068,4,7,96.676,Y,169,211,179.5,140.5
paludosa,LPALUBS17068-5_5_7,LPALUBS17068,5,7,96.676,Y,165,205,181.5,149.5
paludosa,LPALUBS17068-5_6_7,LPALUBS17068,6,7,96.676,Y,178,223,182.5,128.5
paludosa,LPALUBS17068-5_7_7,LPALUBS17068,7,7,96.676,Y,162,224,186.5,130.5
paludosa,LPALUBS17068-6_1_2,LPALUBS17068,1,2,97.77,Y,202,396,208.5,3.5
paludosa,LPALUBS17068-6_2_2,LPALUBS17068,2,2,97.77,Y,208,224,188.5,182.5
paludosa,LPALUBS17068-7_1_3,LPALUBS17068,1,3,97.354,Y,231,578,344.5,37.5
paludosa,LPALUBS17068-7_2_3,LPALUBS17068,2,3,97.354,Y,294,368,299.5,228.5
paludosa,LPALUBS17068-7_3_3,LPALUBS17068,3,3,97.354,Y,290,350,302.5,251.5
paludosa,LPALUBS17068-8_1_3,LPALUBS17068,1,3,98.02,Y,95,134,104.5,67.5
paludosa,LPALUBS17068-8_2_3,LPALUBS17068,2,3,98.02,Y,101,143,95.5,69.5
paludosa,LPALUBS17068-8_3_3,LPALUBS17068,3,3,98.02,Y,100,184,100.5,16.5
paludosa,LPALUBS17068-9_1_5,LPALUBS17068,1,5,98.016,Y,108,178,100.5,25.5
paludosa,LPALUBS17068-9_2_5,LPALUBS17068,2,5,98.016,Y,102,112,101.5,90.5
paludosa,LPALUBS17068-9_3_5,LPALUBS17068,3,5,98.016,N,97,119,100.5,85.5
paludosa,LPALUBS17068-9_4_5,LPALUBS17068,4,5,98.016,N,101,112,100.5,87.5
paludosa,LPALUBS17068-9_5_5,LPALUBS17068,5,5,98.016,N,98,111,99.5,88.5
paludosa,LPALUBS17069-1_1_3,LPALUBS17069,1,3,96.81818182,Y,219,389,165.5,13.5
paludosa,LPALUBS17069-1_2_3,LPALUBS17069,2,3,96.81818182,Y,222,394,187.5,1.5
paludosa,LPALUBS17069-1_3_3,LPALUBS17069,3,3,96.81818182,Y,207,263,187.5,140.5
paludosa,LPALUBS17069-3_1_6,LPALUBS17069,1,6,93.54545455,N,219,396,182.5,56.5
paludosa,LPALUBS17069-3_2_6,LPALUBS17069,2,6,93.54545455,N,346.167,52.833,346.167,51.5
paludosa,LPALUBS17069-3_3_6,LPALUBS17069,3,6,93.54545455,Y,297,601,330.167,44.833
paludosa,LPALUBS17069-3_4_6,LPALUBS17069,4,6,93.54545455,N,340,208,339.5,442.167
paludosa,LPALUBS17069-3_5_6,LPALUBS17069,5,6,93.54545455,N,276,393,376.833,258.167
paludosa,LPALUBS17069-3_6_6,LPALUBS17069,6,6,93.54545455,N,318,360,328.833,295.5
paludosa,LPALUBS17069-4_1_7,LPALUBS17069,1,7,96.54545455,Y,392,614,308.833,34.167
paludosa,LPALUBS17069-4_2_7,LPALUBS17069,2,7,96.54545455,Y,300,528,330.167,124.833
paludosa,LPALUBS17069-4_3_7,LPALUBS17069,3,7,96.54545455,Y,341,609,318.167,39.5
paludosa,LPALUBS17069-4_4_7,LPALUBS17069,4,7,96.54545455,N,337,385,327.5,266.167
paludosa,LPALUBS17069-4_5_7,LPALUBS17069,5,7,96.54545455,Y,300,380,342.167,276.833
paludosa,LPALUBS17069-4_6_7,LPALUBS17069,6,7,96.54545455,Y,320.5,344.5,331.5,305.5
paludosa,LPALUBS17069-4_7_7,LPALUBS17069,7,7,96.54545455,Y,324.667,343.833,325,306.5
puberula,LPUBEAC14502_0_c_1_14,LPUBEAC14502,1,14,118,Y,456,760,431.5,145.5
puberula,LPUBEAC14502_0_c_10_14,LPUBEAC14502,10,14,118,Y,466,782,475.5,109.5
puberula,LPUBEAC14502_0_c_11_14,LPUBEAC14502,11,14,118,Y,456,756,419.5,129.5
puberula,LPUBEAC14502_0_c_12_14,LPUBEAC14502,12,14,118,Y,444,718,445.5,175.5
puberula,LPUBEAC14502_0_c_13_14,LPUBEAC14502,13,14,118,Y,452,680,431.5,209.5
puberula,LPUBEAC14502_0_c_14_14,LPUBEAC14502,14,14,118,Y,444,644,445.5,243.5
puberula,LPUBEAC14502_0_c_2_14,LPUBEAC14502,2,14,118,Y,454,732,461.5,165.5
puberula,LPUBEAC14502_0_c_3_14,LPUBEAC14502,3,14,118,Y,454,676,447.5,223.5
