species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
appendiculata,LAPPEAC21010-2_1_15,LAPPEAC21010,1,15,118.25,Y,152,267,200.5,81.5
appendiculata,LAPPEAC21010-2_10_15,LAPPEAC21010,10,15,118.25,Y,172,224,190.5,130.5
appendiculata,LAPPEAC21010-2_11_15,LAPPEAC21010,11,15,118.25,Y,165,301,177.5,51.5
appendiculata,LAPPEAC21010-2_12_15,LAPPEAC21010,12,15,118.25,Y,184,349,170.5,4.5
appendiculata,LAPPEAC21010-2_13_15,LAPPEAC21010,13,15,118.25,N,148,215,154.5,133.5
appendiculata,LAPPEAC21010-2_14_15,LAPPEAC21010,14,15,118.25,Y,174,234,183.5,113.5
appendiculata,LAPPEAC21010-2_15_15,LAPPEAC21010,15,15,118.25,Y,165,235,196.5,115.5
appendiculata,LAPPEAC21010-2_2_15,LAPPEAC21010,2,15,118.25,Y,173,329,175.5,22.5
appendiculata,LAPPEAC21010-2_3_15,LAPPEAC21010,3,15,118.25,Y,182,213,167.5,139.5
appendiculata,LAPPEAC21010-2_4_15,LAPPEAC21010,4,15,118.25,Y,202,317,155.5,35.5
appendiculata,LAPPEAC21010-2_5_15,LAPPEAC21010,5,15,118.25,Y,174,327,192.5,28.5
appendiculata,LAPPEAC21010-2_6_15,LAPPEAC21010,6,15,118.25,Y,225,318,130.5,33.5
appendiculata,LAPPEAC21010-2_7_15,LAPPEAC21010,7,15,118.25,Y,149,332,173.5,19.5
appendiculata,LAPPEAC21010-2_8_15,LAPPEAC21010,8,15,118.25,Y,196,326,142.5,24.5
appendiculata,LAPPEAC21010-2_9_15,LAPPEAC21010,9,15,118.25,Y,156,338,193.5,9.5
appendiculata,LAPPEAC21010-3_1_16,LAPPEAC21010,1,16,117.669,Y,127,293,176.5,56.5
appendiculata,LAPPEAC21010-3_10_16,LAPPEAC21010,10,16,117.669,Y,226,234,133.5,117.5
appendiculata,LAPPEAC21010-3_11_16,LAPPEAC21010,11,16,117.669,Y,130,170,214.5,171.5
appendiculata,LAPPEAC21010-3_12_16,LAPPEAC21010,12,16,117.669,N,217,287,136.5,64.5
appendiculata,LAPPEAC21010-3_13_16,LAPPEAC21010,13,16,117.669,Y,205,224,147.5,132.5
appendiculata,LAPPEAC21010-3_14_16,LAPPEAC21010,14,16,117.669,N,153,220,186.5,129.5
appendiculata,LAPPEAC21010-3_15_16,LAPPEAC21010,15,16,117.669,N,190,333,273.5,8.5
appendiculata,LAPPEAC21010-3_16_16,LAPPEAC21010,16,16,117.669,N,12,166,335.5,162.5
appendiculata,LAPPEAC21010-3_2_16,LAPPEAC21010,2,16,117.669,Y,160,254,163.5,100.5
appendiculata,LAPPEAC21010-3_3_16,LAPPEAC21010,3,16,117.669,N,127,212,219.5,150.5
appendiculata,LAPPEAC21010-3_4_16,LAPPEAC21010,4,16,117.669,Y,177,291,179.5,57.5
appendiculata,LAPPEAC21010-3_5_16,LAPPEAC21010,5,16,117.669,Y,190,229,160.5,118.5
appendiculata,LAPPEAC21010-3_6_16,LAPPEAC21010,6,16,117.669,Y,203,265,147.5,86.5
appendiculata,LAPPEAC21010-3_7_16,LAPPEAC21010,7,16,117.669,Y,177,206,171.5,143.5
appendiculata,LAPPEAC21010-3_8_16,LAPPEAC21010,8,16,117.669,Y,152,215,200.5,134.5
appendiculata,LAPPEAC21010-3_9_16,LAPPEAC21010,9,16,117.669,Y,150,202,192.5,149.5
appendiculata,LAPPEAC21010-4_1_7,LAPPEAC21010,1,7,109.002,Y,149,262,199.5,90.5
appendiculata,LAPPEAC21010-4_2_7,LAPPEAC21010,2,7,109.002,Y,184,267,170.5,83.5
appendiculata,LAPPEAC21010-4_3_7,LAPPEAC21010,3,7,109.002,Y,135,269,212.5,79.5
appendiculata,LAPPEAC21010-4_4_7,LAPPEAC21010,4,7,109.002,Y,144,262,207.5,87.5
appendiculata,LAPPEAC21010-4_5_7,LAPPEAC21010,5,7,109.002,Y,170,248,177.5,101.5
appendiculata,LAPPEAC21010-4_6_7,LAPPEAC21010,6,7,109.002,Y,165,232,197.5,124.5
appendiculata,LAPPEAC21010-4_7_7,LAPPEAC21010,7,7,109.002,Y,181.5,222.5,168.5,126.5
appendiculata,LAPPEAC21010-5_1_8,LAPPEAC21010,1,8,107.741,Y,141,292,154.5,6.5
appendiculata,LAPPEAC21010-5_2_8,LAPPEAC21010,2,8,107.741,N,127,229,171.5,72.5
appendiculata,LAPPEAC21010-5_3_8,LAPPEAC21010,3,8,107.741,N,148,227,155.5,75.5
appendiculata,LAPPEAC21010-5_4_8,LAPPEAC21010,4,8,107.741,N,140,201,156.5,101.5
appendiculata,LAPPEAC21010-5_5_8,LAPPEAC21010,5,8,107.741,N,164,207,137.5,95.5
appendiculata,LAPPEAC21010-5_6_8,LAPPEAC21010,6,8,107.741,N,168,204,134.5,97.5
appendiculata,LAPPEAC21010-5_7_8,LAPPEAC21010,7,8,107.741,Y,143,236,135.5,67.5
appendiculata,LAPPEAC21010-5_8_8,LAPPEAC21010,8,8,107.741,N,162,218,139.5,82.5
appendiculata,LAPPEAC21010-6_1_6,LAPPEAC21010,1,5,109.669,N,141,199,158.5,101.5
appendiculata,LAPPEAC21010-6_2_6,LAPPEAC21010,2,5,109.669,N,147,252,168.5,47.5
appendiculata,LAPPEAC21010-6_3_6,LAPPEAC21010,3,5,109.669,N,152,289,110.5,11.5
appendiculata,LAPPEAC21010-6_4_6,LAPPEAC21010,4,5,109.669,Y,168,275,135.5,23.5
appendiculata,LAPPEAC21010-6_5_6,LAPPEAC21010,5,5,109.669,N,150,256,176.5,46.5
appendiculata,LAPPEAC21010-6_6_6,LAPPEAC21010,6,5,109.669,Y,123,212,183.5,89.5
appendiculata,LAPPEAC21010-8_1_17,LAPPEAC21010,1,17,107.251,N,140,270,150.5,82.5
appendiculata,LAPPEAC21010-8_10_17,LAPPEAC21010,10,17,107.251,N,181,230,176.5,121.5
appendiculata,LAPPEAC21010-8_11_17,LAPPEAC21010,11,17,107.251,Y,170,214,175.5,136.5
appendiculata,LAPPEAC21010-8_12_17,LAPPEAC21010,12,17,107.251,N,167,194,193.5,157.5
appendiculata,LAPPEAC21010-8_13_17,LAPPEAC21010,13,17,107.251,Y,183,264,199.5,87.5
appendiculata,LAPPEAC21010-8_14_17,LAPPEAC21010,14,17,107.251,N,197,253,156.5,98.5
appendiculata,LAPPEAC21010-8_15_17,LAPPEAC21010,15,17,107.251,Y,230,273,120.5,78.5
appendiculata,LAPPEAC21010-8_16_17,LAPPEAC21010,16,17,107.251,Y,213,300,131.5,50.5
appendiculata,LAPPEAC21010-8_17_17,LAPPEAC21010,17,17,107.251,N,211,285,144.5,65.5
appendiculata,LAPPEAC21010-8_2_17,LAPPEAC21010,2,17,107.251,N,197,253,254.5,97.5
appendiculata,LAPPEAC21010-8_3_17,LAPPEAC21010,3,17,107.251,Y,180,232,175.5,120.5
appendiculata,LAPPEAC21010-8_4_17,LAPPEAC21010,4,17,107.251,N,213,274,146.5,75.5
appendiculata,LAPPEAC21010-8_5_17,LAPPEAC21010,5,17,107.251,N,138,330,171.5,20.5
appendiculata,LAPPEAC21010-8_6_17,LAPPEAC21010,6,17,107.251,N,201,313,157.5,41.5
appendiculata,LAPPEAC21010-8_7_17,LAPPEAC21010,7,17,107.251,Y,176,337,176.5,10.5
appendiculata,LAPPEAC21010-8_8_17,LAPPEAC21010,8,17,107.251,Y,186,306,143.5,45.5
appendiculata,LAPPEAC21010-8_9_17,LAPPEAC21010,9,17,107.251,N,196,260,165.5,92.5
appendiculata,LAPPEAC21013-6_1_12,LAPPEAC21013,1,12,122.897,Y,340,525,254.5,76.5
appendiculata,LAPPEAC21013-6_10_12,LAPPEAC21013,10,12,122.897,N,280,445,283.5,154.5
appendiculata,LAPPEAC21013-6_11_12,LAPPEAC21013,11,12,122.897,N,306,440,316.5,160.5
appendiculata,LAPPEAC21013-6_12_12,LAPPEAC21013,12,12,122.897,N,292,354,323.5,248.5
appendiculata,LAPPEAC21013-6_2_12,LAPPEAC21013,2,12,122.897,N,227,545,349.5,55.5
appendiculata,LAPPEAC21013-6_3_12,LAPPEAC21013,3,12,122.897,N,255,513,273.5,90.5
appendiculata,LAPPEAC21013-6_4_12,LAPPEAC21013,4,12,122.897,Y,313,554,286.5,43.5
appendiculata,LAPPEAC21013-6_5_12,LAPPEAC21013,5,12,122.897,N,294,549,240.5,49.5
appendiculata,LAPPEAC21013-6_6_12,LAPPEAC21013,6,12,122.897,N,249,506,340.5,95.5
appendiculata,LAPPEAC21013-6_7_12,LAPPEAC21013,7,12,122.897,Y,371,488,239.5,111.5
appendiculata,LAPPEAC21013-6_8_12,LAPPEAC21013,8,12,122.897,N,364,488,278.5,110.5
appendiculata,LAPPEAC21013-6_9_12,LAPPEAC21013,9,12,122.897,N,343,473,274.5,125.5
appendiculata,LAPPEAC21016-1_1_11,LAPPEAC21016,1,11,110.015,N,117,266,205.5,83.5
appendiculata,LAPPEAC21016-1_10_11,LAPPEAC21016,10,11,110.015,N,154,262,180.5,86.5
appendiculata,LAPPEAC21016-1_11_11,LAPPEAC21016,11,11,110.015,N,210,254,159.5,92.5
appendiculata,LAPPEAC21016-1_2_11,LAPPEAC21016,2,11,110.015,N,169,267,229.5,84.5
appendiculata,LAPPEAC21016-1_3_11,LAPPEAC21016,3,11,110.015,N,145,266,209.5,84.5
appendiculata,LAPPEAC21016-1_4_11,LAPPEAC21016,4,11,110.015,N,171,199,181.5,151.5
appendiculata,LAPPEAC21016-1_5_11,LAPPEAC21016,5,11,110.015,N,187,210,170.5,141.5
appendiculata,LAPPEAC21016-1_6_11,LAPPEAC21016,6,11,110.015,N,168,202,177.5,149.5
appendiculata,LAPPEAC21016-1_7_11,LAPPEAC21016,7,11,110.015,Y,145,331,181.5,19.5
appendiculata,LAPPEAC21016-1_8_11,LAPPEAC21016,8,11,110.015,Y,156,308,169.5,43.5
appendiculata,LAPPEAC21016-1_9_11,LAPPEAC21016,9,11,110.015,Y,188,298,170.5,52.5
appendiculata,LAPPEAC21016-3_1_3,LAPPEAC21016,1,3,109.169,N,78,162,114.5,40.5
appendiculata,LAPPEAC21016-3_2_3,LAPPEAC21016,2,3,109.169,N,95,142,89.5,57.5
appendiculata,LAPPEAC21016-3_3_3,LAPPEAC21016,3,3,109.169,N,89,139,110.5,59.5
appendiculata,LAPPELD21009-11_1_13,LAPPELD21009,1,13,97.255,,,,,
appendiculata,LAPPELD21009-11_10_13,LAPPELD21009,10,13,97.255,,,,,
appendiculata,LAPPELD21009-11_11_13,LAPPELD21009,11,13,97.255,,,,,
appendiculata,LAPPELD21009-11_12_13,LAPPELD21009,12,13,97.255,,,,,
appendiculata,LAPPELD21009-11_13_13,LAPPELD21009,13,13,97.255,,,,,
appendiculata,LAPPELD21009-11_2_13,LAPPELD21009,2,13,97.255,,,,,
appendiculata,LAPPELD21009-11_3_13,LAPPELD21009,3,13,97.255,,,,,
appendiculata,LAPPELD21009-11_4_13,LAPPELD21009,4,13,97.255,,,,,
appendiculata,LAPPELD21009-11_5_13,LAPPELD21009,5,13,97.255,,,,,
appendiculata,LAPPELD21009-11_6_13,LAPPELD21009,6,13,97.255,,,,,
appendiculata,LAPPELD21009-11_7_13,LAPPELD21009,7,13,97.255,,,,,
appendiculata,LAPPELD21009-11_8_13,LAPPELD21009,8,13,97.255,,,,,
appendiculata,LAPPELD21009-11_9_13,LAPPELD21009,9,13,97.255,,,,,
appendiculata,LAPPELD21009-12_1_17,LAPPELD21009,1,17,97.052,N,375,502,273.5,101.5
appendiculata,LAPPELD21009-12_10_17,LAPPELD21009,10,17,97.052,N,281,548,316.5,54.5
appendiculata,LAPPELD21009-12_11_17,LAPPELD21009,11,17,97.052,Y,317,503,293.5,94.5
appendiculata,LAPPELD21009-12_12_17,LAPPELD21009,12,17,97.052,N,270,466,315.5,132.5
appendiculata,LAPPELD21009-12_13_17,LAPPELD21009,13,17,97.052,Y,291,456,318.5,145.5
appendiculata,LAPPELD21009-12_14_17,LAPPELD21009,14,17,97.052,N,322,437,286.5,162.5
appendiculata,LAPPELD21009-12_15_17,LAPPELD21009,15,17,97.052,N,320,414,265.5,186.5
appendiculata,LAPPELD21009-12_16_17,LAPPELD21009,16,17,97.052,N,317,401,283.5,200.5
appendiculata,LAPPELD21009-12_17_17,LAPPELD21009,17,17,97.052,N,260,381,331.5,219.5
appendiculata,LAPPELD21009-12_2_17,LAPPELD21009,2,17,97.052,N,269,467,264.5,137.5
appendiculata,LAPPELD21009-12_3_17,LAPPELD21009,3,17,97.052,N,307,512,254.5,89.5
appendiculata,LAPPELD21009-12_4_17,LAPPELD21009,4,17,97.052,N,312,587,262.5,12.5
appendiculata,LAPPELD21009-12_5_17,LAPPELD21009,5,17,97.052,N,321,438,322.5,161.5
appendiculata,LAPPELD21009-12_6_17,LAPPELD21009,6,17,97.052,N,237,502,308.5,100.5
appendiculata,LAPPELD21009-12_7_17,LAPPELD21009,7,17,97.052,N,194,428,315.5,175.5
appendiculata,LAPPELD21009-12_8_17,LAPPELD21009,8,17,97.052,N,247,414,331.5,185.5
appendiculata,LAPPELD21009-12_9_17,LAPPELD21009,9,17,97.052,N,340,536,369.5,65.5
appendiculata,LAPPELD21009-2_1_5,LAPPELD21009,1,5,114.751,Y,217,382,168.5,16.5
appendiculata,LAPPELD21009-2_2_5,LAPPELD21009,2,5,114.751,Y,173,307,209.5,89.5
appendiculata,LAPPELD21009-2_3_5,LAPPELD21009,3,5,114.751,Y,185,276,213.5,123.5
appendiculata,LAPPELD21009-2_4_5,LAPPELD21009,4,5,114.751,N,189,257,193.5,145.5
appendiculata,LAPPELD21009-2_5_5,LAPPELD21009,5,5,114.751,N,204,241,191.5,159.5
appendiculata,LAPPELD21009-4_1_12,LAPPELD21009,1,12,115.007,N,425,586,461.5,116.5
appendiculata,LAPPELD21009-4_10_12,LAPPELD21009,10,12,115.007,N,316,427,374.5,272.5
appendiculata,LAPPELD21009-4_11_12,LAPPELD21009,11,12,115.007,N,359,408,349.5,294.5
appendiculata,LAPPELD21009-4_12_12,LAPPELD21009,12,12,115.007,N,341,405,366.5,296.5
appendiculata,LAPPELD21009-4_2_12,LAPPELD21009,2,12,115.007,Y,260,655,353.5,46.5
appendiculata,LAPPELD21009-4_3_12,LAPPELD21009,3,12,115.007,Y,311,616,374.5,85.5
appendiculata,LAPPELD21009-4_4_12,LAPPELD21009,4,12,115.007,Y,335,570,367.5,129.5
appendiculata,LAPPELD21009-4_5_12,LAPPELD21009,5,12,115.007,Y,266,551,428.5,150.5
appendiculata,LAPPELD21009-4_6_12,LAPPELD21009,6,12,115.007,N,320,501,401.5,198.5
appendiculata,LAPPELD21009-4_7_12,LAPPELD21009,7,12,115.007,Y,331,511,366.5,191.5
appendiculata,LAPPELD21009-4_8_12,LAPPELD21009,8,12,115.007,N,373,464,335.5,236.5
appendiculata,LAPPELD21009-4_9_12,LAPPELD21009,9,12,115.007,N,338,438,371.5,261.5
appendiculata,LAPPELD21009-5_1_6,LAPPELD21009,1,6,115,Y,306,448,207.5,54.5
appendiculata,LAPPELD21009-5_2_6,LAPPELD21009,2,6,115,Y,275,378,247.5,121.5
appendiculata,LAPPELD21009-5_3_6,LAPPELD21009,3,6,115,Y,273,342,230.5,155.5
appendiculata,LAPPELD21009-5_4_6,LAPPELD21009,4,6,115,Y,267,319,238.5,181.5
appendiculata,LAPPELD21009-5_5_6,LAPPELD21009,5,6,115,N,282,278,218.5,221.5
appendiculata,LAPPELD21009-5_6_6,LAPPELD21009,6,6,115,N,232,287,266.5,213.5
appendiculata,LAPPELD21009-6_1_9,LAPPELD21009,1,9,97.178,N,116,243,215.5,59.5
appendiculata,LAPPELD21009-6_2_9,LAPPELD21009,2,9,97.178,Y,204,240,108.5,60.5
appendiculata,LAPPELD21009-6_3_9,LAPPELD21009,3,9,97.178,Y,152,271,142.5,27.5
appendiculata,LAPPELD21009-6_4_9,LAPPELD21009,4,9,97.178,Y,173,261,139.5,36.5
appendiculata,LAPPELD21009-6_5_9,LAPPELD21009,5,9,97.178,N,152,236,166.5,62.5
appendiculata,LAPPELD21009-6_6_9,LAPPELD21009,6,9,97.178,N,161,214,136.5,84.5
appendiculata,LAPPELD21009-6_7_9,LAPPELD21009,7,9,97.178,N,149,209,146.5,90.5
appendiculata,LAPPELD21009-6_8_9,LAPPELD21009,8,9,97.178,N,157,192,149.5,105.5
appendiculata,LAPPELD21009-6_9_9,LAPPELD21009,9,9,97.178,N,162,186,138.5,115.5
appendiculata,LAPPELD21009-8_1_6,LAPPELD21009,1,6,96.833,Y,167,290,127.5,12.5
appendiculata,LAPPELD21009-8_2_6,LAPPELD21009,2,6,96.833,Y,161,272,136.5,26.5
appendiculata,LAPPELD21009-8_3_6,LAPPELD21009,3,6,96.833,Y,148,233,155.5,67.5
appendiculata,LAPPELD21009-8_4_6,LAPPELD21009,4,6,96.833,Y,151,221,159.5,78.5
appendiculata,LAPPELD21009-8_5_6,LAPPELD21009,5,6,96.833,N,192,188,108.5,112.5
appendiculata,LAPPELD21009-8_6_6,LAPPELD21009,6,6,96.833,N,169,183,129.5,118.5
appendiculata,LAPPELD21009-9_1_19,LAPPELD21009,1,19,96.885,,,,,
appendiculata,LAPPELD21009-9_10_19,LAPPELD21009,10,19,96.885,,,,,
appendiculata,LAPPELD21009-9_11_19,LAPPELD21009,11,19,96.885,,,,,
appendiculata,LAPPELD21009-9_12_19,LAPPELD21009,12,19,96.885,,,,,
appendiculata,LAPPELD21009-9_13_19,LAPPELD21009,13,19,96.885,,,,,
appendiculata,LAPPELD21009-9_14_19,LAPPELD21009,14,19,96.885,,,,,
appendiculata,LAPPELD21009-9_15_19,LAPPELD21009,15,19,96.885,,,,,
appendiculata,LAPPELD21009-9_16_19,LAPPELD21009,16,19,96.885,,,,,
appendiculata,LAPPELD21009-9_17_19,LAPPELD21009,17,19,96.885,,,,,
appendiculata,LAPPELD21009-9_18_19,LAPPELD21009,18,19,96.885,,,,,
appendiculata,LAPPELD21009-9_19_19,LAPPELD21009,19,19,96.885,,,,,
appendiculata,LAPPELD21009-9_2_19,LAPPELD21009,2,19,96.885,,,,,
appendiculata,LAPPELD21009-9_3_19,LAPPELD21009,3,19,96.885,,,,,
appendiculata,LAPPELD21009-9_4_19,LAPPELD21009,4,19,96.885,,,,,
appendiculata,LAPPELD21009-9_5_19,LAPPELD21009,5,19,96.885,,,,,
appendiculata,LAPPELD21009-9_6_19,LAPPELD21009,6,19,96.885,,,,,
appendiculata,LAPPELD21009-9_7_19,LAPPELD21009,7,19,96.885,,,,,
appendiculata,LAPPELD21009-9_8_19,LAPPELD21009,8,19,96.885,,,,,
appendiculata,LAPPELD21009-9_9_19,LAPPELD21009,9,19,96.885,,,,,
batsonii,LBATSPA21164-1_1_42,LBATSPA21164,1,42,108.352,Y,362,394,342.167,308.833
batsonii,LBATSPA21164-1_10_42,LBATSPA21164,10,42,108.352,Y,337,479,377.5,222.5
batsonii,LBATSPA21164-1_11_42,LBATSPA21164,11,42,108.352,N,359,405,353.5,296.5
batsonii,LBATSPA21164-1_12_42,LBATSPA21164,12,42,108.352,N,347,369,347.5,332.5
batsonii,LBATSPA21164-1_13_42,LBATSPA21164,13,42,108.352,N,355,358,347.5,341.5
batsonii,LBATSPA21164-1_14_42,LBATSPA21164,14,42,108.352,N,349,371,344.5,329.5
batsonii,LBATSPA21164-1_15_42,LBATSPA21164,15,42,108.352,N,364,377,341.5,324.5
batsonii,LBATSPA21164-1_16_42,LBATSPA21164,16,42,108.352,N,363,366,337.5,335.5
batsonii,LBATSPA21164-1_17_42,LBATSPA21164,17,42,108.352,N,356,373,346.5,327.5
batsonii,LBATSPA21164-1_18_42,LBATSPA21164,18,42,108.352,Y,351,423,363.5,276.5
batsonii,LBATSPA21164-1_19_42,LBATSPA21164,19,42,108.352,Y,332,416,360.5,283.5
batsonii,LBATSPA21164-1_2_42,LBATSPA21164,2,42,108.352,Y,346,424,367.5,278.5
batsonii,LBATSPA21164-1_20_42,LBATSPA21164,20,42,108.352,Y,333,471,351.5,230.5
batsonii,LBATSPA21164-1_21_42,LBATSPA21164,21,42,108.352,N,340,383,357.5,316.5
batsonii,LBATSPA21164-1_22_42,LBATSPA21164,22,42,108.352,N,350,365,345.5,336.5
batsonii,LBATSPA21164-1_23_42,LBATSPA21164,23,42,108.352,N,333,381,350.5,319.5
batsonii,LBATSPA21164-1_24_42,LBATSPA21164,24,42,108.352,N,348,383,334.5,316.5
batsonii,LBATSPA21164-1_25_42,LBATSPA21164,25,42,108.352,N,350,398,359.5,304.5
batsonii,LBATSPA21164-1_26_42,LBATSPA21164,26,42,108.352,N,349,382,347.5,318.5
batsonii,LBATSPA21164-1_27_42,LBATSPA21164,27,42,108.352,N,352,363,351.5,338.5
batsonii,LBATSPA21164-1_28_42,LBATSPA21164,28,42,108.352,N,357,422,336.5,277.5
batsonii,LBATSPA21164-1_29_42,LBATSPA21164,29,42,108.352,Y,345,420,362.5,281.5
batsonii,LBATSPA21164-1_3_42,LBATSPA21164,3,42,108.352,Y,358,422,339.5,279.5
batsonii,LBATSPA21164-1_30_42,LBATSPA21164,30,42,108.352,Y,322,444,371.5,257.5
batsonii,LBATSPA21164-1_31_42,LBATSPA21164,31,42,108.352,N,339,375,359.5,325.5
batsonii,LBATSPA21164-1_32_42,LBATSPA21164,32,42,108.352,N,349,362,352.5,339.5
batsonii,LBATSPA21164-1_33_42,LBATSPA21164,33,42,108.352,N,352,356,348.5,344.5
batsonii,LBATSPA21164-1_34_42,LBATSPA21164,34,42,108.352,N,338,383,357.5,317.5
batsonii,LBATSPA21164-1_35_42,LBATSPA21164,35,42,108.352,N,353,380,345.5,321.5
batsonii,LBATSPA21164-1_36_42,LBATSPA21164,36,42,108.352,N,416,697,305.5,2.5
batsonii,LBATSPA21164-1_37_42,LBATSPA21164,37,42,108.352,N,368,433,333.5,264.5
batsonii,LBATSPA21164-1_38_42,LBATSPA21164,38,42,108.352,N,314,509,372.5,192.5
batsonii,LBATSPA21164-1_39_42,LBATSPA21164,39,42,108.352,N,325,436,73.5,264.5
batsonii,LBATSPA21164-1_4_42,LBATSPA21164,4,42,108.352,N,326,378,338.5,322.5
batsonii,LBATSPA21164-1_40_42,LBATSPA21164,40,42,108.352,N,351,384,363.5,317.5
batsonii,LBATSPA21164-1_41_42,LBATSPA21164,41,42,108.352,N,332,420,338.5,281.5
batsonii,LBATSPA21164-1_42_42,LBATSPA21164,42,42,108.352,N,342,386,356.5,315.5
batsonii,LBATSPA21164-1_5_42,LBATSPA21164,5,42,108.352,Y,363,400,332.5,300.5
batsonii,LBATSPA21164-1_6_42,LBATSPA21164,6,42,108.352,Y,349,372,349.5,327.5
batsonii,LBATSPA21164-1_7_42,LBATSPA21164,7,42,108.352,N,344,372,360.5,330.5
batsonii,LBATSPA21164-1_8_42,LBATSPA21164,8,42,108.352,N,350,370,355.5,332.5
batsonii,LBATSPA21164-1_9_42,LBATSPA21164,9,42,108.352,N,354,363,346.5,338.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_1_9,LBATSPA21166,1,9,118,Y,522,978,537.5,121.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_2_9,LBATSPA21166,2,9,118,Y,512,966,541.5,137.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_3_9,LBATSPA21166,3,9,118,Y,560,1036,577.5,63.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_4_9,LBATSPA21166,4,9,118,Y,522,1068,573.5,27.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_5_9,LBATSPA21166,5,9,118,Y,534,1060,523.5,41.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_6_9,LBATSPA21166,6,9,118,Y,540,1020,565.5,79.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_7_9,LBATSPA21166,7,9,118,Y,584,926,553.5,179.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_8_9,LBATSPA21166,8,9,118,Y,540,934,543.5,171.5
batsonii,LBATSPA21166-2x4-F-MI_0_c_9_9,LBATSPA21166,9,9,118,Y,532,828,581.5,269.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_1_15,LBATSPA21166,1,15,118,Y,564,724,569.5,377.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_10_15,LBATSPA21166,10,15,118,Y,566,794,565.5,303.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_11_15,LBATSPA21166,11,15,118,Y,536,784,543.5,317.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_12_15,LBATSPA21166,12,15,118,Y,532,808,535.5,287.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_13_15,LBATSPA21166,13,15,118,Y,548,732,559.5,367.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_14_15,LBATSPA21166,14,15,118,Y,538,688,565.5,417.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_15_15,LBATSPA21166,15,15,118,Y,548,662,561.5,401.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_2_15,LBATSPA21166,2,15,118,Y,530,768,557.5,331.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_3_15,LBATSPA21166,3,15,118,Y,596,848,539.5,253.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_4_15,LBATSPA21166,4,15,118,Y,570,692,565.5,321.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_5_15,LBATSPA21166,5,15,118,Y,548,818,541.5,149.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_6_15,LBATSPA21166,6,15,118,Y,530,882,541.5,215.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_7_15,LBATSPA21166,7,15,118,Y,542,852,541.5,247.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_8_15,LBATSPA21166,8,15,118,Y,496,822,549.5,279.5
batsonii,LBATSPA21166-2x4-F-MI_0_r_9_15,LBATSPA21166,9,15,118,Y,532,736,545.5,365.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_1_8,LBATSPA21166,1,8,118,Y,428,836,417.5,61.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_2_8,LBATSPA21166,2,8,118,Y,434,872,451.5,5.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_3_8,LBATSPA21166,3,8,118,Y,374,874,487.5,23.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_4_8,LBATSPA21166,4,8,118,Y,430,884,427.5,21.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_5_8,LBATSPA21166,5,8,118,Y,390,720,441.5,261.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_6_8,LBATSPA21166,6,8,118,Y,408,698,435.5,199.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_7_8,LBATSPA21166,7,8,118,Y,440,664,423.5,235.5
batsonii,LBATSPA21166-4x2-H-MI_0_c_8_8,LBATSPA21166,8,8,118,Y,446,572,431.5,333.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_1_6,LBATSPA21166,1,6,118,Y,430,628,441.5,269.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_2_6,LBATSPA21166,2,6,118,Y,450,704,447.5,195.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_3_6,LBATSPA21166,3,6,118,Y,426,728,453.5,181.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_4_6,LBATSPA21166,4,6,118,Y,430,572,449.5,321.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_5_6,LBATSPA21166,5,6,118,Y,400,844,443.5,53.5
batsonii,LBATSPA21166-4x2-H-MI_0_r_6_6,LBATSPA21166,6,6,118,Y,438,822,477.5,69.5
brevifolia,LBREVAC21171-1_1_89,LBREVAC21171,1,89,97.032,N,71,130,93.5,19.5
