file,species,px_cm,base_x,base_y,tip_x,tip_y
LKALMAC23234-4_4_r_16_18.tif,kalmii,236,265,325,257.5,176.5
LKALMAC23234-4_4_r_17_18.tif,kalmii,236,216,347,245.5,152.5
LKALMAC23234-4_4_r_18_18.tif,kalmii,236,270,343,256.5,154.5
LKALMAC23234-4_4_r_2_18.tif,kalmii,236,225,455,259.5,43.5
LKALMAC23234-4_4_r_3_18.tif,kalmii,236,266,406,247.5,93.5
LKALMAC23234-4_4_r_4_18.tif,kalmii,236,273,453,250.5,43.5
LKALMAC23234-4_4_r_5_18.tif,kalmii,236,232,405,265.5,94.5
LKALMAC23234-4_4_r_6_18.tif,kalmii,236,265,441,245.5,56.5
LKALMAC23234-4_4_r_7_18.tif,kalmii,236,304,408,231.5,82.5
LKALMAC23234-4_4_r_8_18.tif,kalmii,236,283,412,254.5,90.5
LKALMAC23234-4_4_r_9_18.tif,kalmii,236,258,399,256.5,99.5
LKALMAC23234-4_5_r_1_17.tif,kalmii,236,242,429,251.5,69.5
LKALMAC23234-4_5_r_10_17.tif,kalmii,236,224,406,230.5,94.5
LKALMAC23234-4_5_r_11_17.tif,kalmii,236,228,432,228.5,64.5
LKALMAC23234-4_5_r_12_17.tif,kalmii,236,276,419,249.5,77.5
LKALMAC23234-4_5_r_13_17.tif,kalmii,236,275,391,223.5,110.5
LKALMAC23234-4_5_r_14_17.tif,kalmii,236,283,367,258.5,131.5
LKALMAC23234-4_5_r_15_17.tif,kalmii,236,308,364,215.5,138.5
LKALMAC23234-4_5_r_16_17.tif,kalmii,236,280,400,234.5,100.5
LKALMAC23234-4_5_r_17_17.tif,kalmii,236,228,370,246.5,129.5
LKALMAC23234-4_5_r_2_17.tif,kalmii,236,259,415,241.5,86.5
LKALMAC23234-4_5_r_3_17.tif,kalmii,236,203,406,251.5,86.5
LKALMAC23234-4_5_r_4_17.tif,kalmii,236,217,437,247.5,62.5
LKALMAC23234-4_5_r_5_17.tif,kalmii,236,213,421,249.5,74.5
LKALMAC23234-4_5_r_6_17.tif,kalmii,236,303,424,224.5,71.5
LKALMAC23234-4_5_r_7_17.tif,kalmii,236,238,398,249.5,96.5
LKALMAC23234-4_5_r_8_17.tif,kalmii,236,302,395,223.5,107.5
LKALMAC23234-4_5_r_9_17.tif,kalmii,236,275,399,246.5,100.5
LKALMAC23234-4_6_r_1_16.tif,kalmii,236,209,423,258.5,76.5
LKALMAC23234-4_6_r_10_16.tif,kalmii,236,287,430,254.5,69.5
LKALMAC23234-4_6_r_11_16.tif,kalmii,236,255,390,248.5,110.5
LKALMAC23234-4_6_r_12_16.tif,kalmii,236,264,378,261.5,120.5
LKALMAC23234-4_6_r_13_16.tif,kalmii,236,279,406,240.5,92.5
LKALMAC23234-4_6_r_14_16.tif,kalmii,236,285,350,221.5,147.5
LKALMAC23234-4_6_r_15_16.tif,kalmii,236,259,362,241.5,137.5
LKALMAC23234-4_6_r_16_16.tif,kalmii,236,277,355,232.5,142.5
LKALMAC23234-4_6_r_2_16.tif,kalmii,236,261,396,244.5,105.5
LKALMAC23234-4_6_r_3_16.tif,kalmii,236,261,427,239.5,74.5
LKALMAC23234-4_6_r_4_16.tif,kalmii,236,282,428,248.5,71.5
LKALMAC23234-4_6_r_5_16.tif,kalmii,236,234,467,254.5,29.5
LKALMAC23234-4_6_r_6_16.tif,kalmii,236,300,394,221.5,93.5
LKALMAC23234-4_6_r_7_16.tif,kalmii,236,236,457,251.5,42.5
LKALMAC23234-4_6_r_8_16.tif,kalmii,236,261,412,223.5,88.5
LKALMAC23234-4_6_r_9_16.tif,kalmii,236,245,410,245.5,90.5
LKALMAC23234-4_7_r_1_15.tif,kalmii,236,214,367,260.5,132.5
LKALMAC23234-4_7_r_10_15.tif,kalmii,236,298,384,244.5,113.5
LKALMAC23234-4_7_r_11_15.tif,kalmii,236,279,408,247.5,93.5
LKALMAC23234-4_7_r_12_15.tif,kalmii,236,271,393,222.5,104.5
LKALMAC23234-4_7_r_13_15.tif,kalmii,236,257,393,255.5,107.5
LKALMAC23234-4_7_r_14_15.tif,kalmii,236,225,363,258.5,134.5
LKALMAC23234-4_7_r_15_15.tif,kalmii,236,273,335,237.5,165.5
LKALMAC23234-4_7_r_2_15.tif,kalmii,236,251,403,241.5,98.5
LKALMAC23234-4_7_r_3_15.tif,kalmii,236,269,402,248.5,97.5
LKALMAC23234-4_7_r_4_15.tif,kalmii,236,254,404,243.5,96.5
LKALMAC23234-4_7_r_5_15.tif,kalmii,236,274,433,249.5,66.5
LKALMAC23234-4_7_r_6_15.tif,kalmii,236,248,405,242.5,94.5
LKALMAC23234-4_7_r_7_15.tif,kalmii,236,290,407,237.5,90.5
LKALMAC23234-4_7_r_8_15.tif,kalmii,236,293,399,243.5,98.5
LKALMAC23234-4_7_r_9_15.tif,kalmii,236,283,387,244.5,111.5
LKALMAC23243-1_1_r_1_18.tif,kalmii,236,227,429,260.5,70.5
LKALMAC23243-1_1_r_10_18.tif,kalmii,236,243,424,252.5,73.5
LKALMAC23243-1_1_r_11_18.tif,kalmii,236,218,403,270.5,98.5
LKALMAC23243-1_1_r_12_18.tif,kalmii,236,299,436,230.5,65.5
LKALMAC23243-1_1_r_13_18.tif,kalmii,236,240,404,261.5,95.5
LKALMAC23243-1_1_r_14_18.tif,kalmii,236,298,411,230.5,80.5
LKALMAC23243-1_1_r_15_18.tif,kalmii,236,252,437,271.5,64.5
LKALMAC23243-1_1_r_16_18.tif,kalmii,236,246,388,252.5,112.5
LKALMAC23243-1_1_r_17_18.tif,kalmii,236,255,384,260.5,113.5
LKALMAC23243-1_1_r_18_18.tif,kalmii,236,245,366,258.5,134.5
LKALMAC23243-1_1_r_2_18.tif,kalmii,236,255,403,260.5,94.5
LKALMAC23243-1_1_r_3_18.tif,kalmii,236,276,397,245.5,101.5
LKALMAC23243-1_1_r_4_18.tif,kalmii,236,262,396,253.5,104.5
LKALMAC23243-1_1_r_5_18.tif,kalmii,236,242,429,238.5,70.5
LKALMAC23243-1_1_r_6_18.tif,kalmii,236,281,440,250.5,61.5
LKALMAC23243-1_1_r_7_18.tif,kalmii,236,272,426,270.5,73.5
LKALMAC23243-1_1_r_8_18.tif,kalmii,236,255,430,267.5,67.5
LKALMAC23243-1_1_r_9_18.tif,kalmii,236,229,412,238.5,89.5
LKALMAC23243-1_2_r_1_21.tif,kalmii,236,219,416,252.5,83.5
LKALMAC23243-1_2_r_10_21.tif,kalmii,236,240,428,236.5,70.5
LKALMAC23243-1_2_r_11_21.tif,kalmii,236,210,436,217.5,63.5
LKALMAC23243-1_2_r_12_21.tif,kalmii,236,290,468,234.5,31.5
LKALMAC23243-1_2_r_13_21.tif,kalmii,236,257,430,239.5,71.5
LKALMAC23243-1_2_r_14_21.tif,kalmii,236,232,420,230.5,77.5
LKALMAC23243-1_2_r_15_21.tif,kalmii,236,267,424,241.5,68.5
LKALMAC23243-1_2_r_16_21.tif,kalmii,236,262,398,250.5,104.5
LKALMAC23243-1_2_r_17_21.tif,kalmii,236,234,398,236.5,96.5
LKALMAC23243-1_2_r_18_21.tif,kalmii,236,261,412,225.5,79.5
LKALMAC23243-1_2_r_19_21.tif,kalmii,236,296,418,243.5,77.5
LKALMAC23243-1_2_r_2_21.tif,kalmii,236,246,400,256.5,96.5
LKALMAC23243-1_2_r_20_21.tif,kalmii,236,270,367,238.5,131.5
LKALMAC23243-1_2_r_21_21.tif,kalmii,236,251,351,241.5,147.5
LKALMAC23243-1_2_r_3_21.tif,kalmii,236,273,419,263.5,75.5
LKALMAC23243-1_2_r_4_21.tif,kalmii,236,286,413,247.5,86.5
LKALMAC23243-1_2_r_5_21.tif,kalmii,236,295,441,242.5,57.5
LKALMAC23243-1_2_r_6_21.tif,kalmii,236,268,434,241.5,60.5
LKALMAC23243-1_2_r_7_21.tif,kalmii,236,252,433,243.5,58.5
LKALMAC23243-1_2_r_8_21.tif,kalmii,236,263,414,233.5,85.5
LKALMAC23243-1_2_r_9_21.tif,kalmii,236,255,448,242.5,51.5
LKALMAC23243-1_3_r_1_19.tif,kalmii,236,209,398,246.5,97.5
LKALMAC23243-1_3_r_10_19.tif,kalmii,236,194,407,278.5,94.5
LKALMAC23243-1_3_r_11_19.tif,kalmii,236,241,415,242.5,83.5
LKALMAC23243-1_3_r_12_19.tif,kalmii,236,257,431,259.5,64.5
LKALMAC23243-1_3_r_13_19.tif,kalmii,236,204,415,278.5,80.5
LKALMAC23243-1_3_r_14_19.tif,kalmii,236,317,396,223.5,103.5
LKALMAC23243-1_3_r_15_19.tif,kalmii,236,295,420,239.5,76.5
LKALMAC23243-1_3_r_16_19.tif,kalmii,236,213,422,243.5,78.5
LKALMAC23243-1_3_r_17_19.tif,kalmii,236,234,426,260.5,72.5
LKALMAC23243-1_3_r_18_19.tif,kalmii,236,202,422,265.5,76.5
LKALMAC23243-1_3_r_19_19.tif,kalmii,236,224,350,260.5,149.5
LKALMAC23243-1_3_r_2_19.tif,kalmii,236,270,401,246.5,97.5
LKALMAC23243-1_3_r_3_19.tif,kalmii,236,271,431,259.5,68.5
LKALMAC23243-1_3_r_4_19.tif,kalmii,236,242,359,253.5,139.5
LKALMAC23243-1_3_r_5_19.tif,kalmii,236,245,388,246.5,107.5
LKALMAC23243-1_3_r_6_19.tif,kalmii,236,209,425,252.5,75.5
LKALMAC23243-1_3_r_7_19.tif,kalmii,236,234,389,249.5,111.5
LKALMAC23243-1_3_r_8_19.tif,kalmii,236,205,406,272.5,93.5
LKALMAC23243-1_3_r_9_19.tif,kalmii,236,219,406,266.5,91.5
LKALMAC23243-1_4_r_1_22.tif,kalmii,236,224,379,248.5,120.5
LKALMAC23243-1_4_r_10_22.tif,kalmii,236,223,399,249.5,101.5
LKALMAC23243-1_4_r_11_22.tif,kalmii,236,264,385,250.5,115.5
LKALMAC23243-1_4_r_12_22.tif,kalmii,236,247,407,252.5,92.5
LKALMAC23243-1_4_r_13_22.tif,kalmii,236,245,406,251.5,90.5
LKALMAC23243-1_4_r_14_22.tif,kalmii,236,236,428,260.5,72.5
LKALMAC23243-1_4_r_15_22.tif,kalmii,236,257,401,254.5,98.5
LKALMAC23243-1_4_r_16_22.tif,kalmii,236,236,396,242.5,102.5
LKALMAC23243-1_4_r_17_22.tif,kalmii,236,216,417,241.5,83.5
LKALMAC23243-1_4_r_18_22.tif,kalmii,236,271,431,247.5,67.5
LKALMAC23243-1_4_r_19_22.tif,kalmii,236,283,406,236.5,94.5
LKALMAC23243-1_4_r_2_22.tif,kalmii,236,214,384,258.5,116.5
LKALMAC23243-1_4_r_20_22.tif,kalmii,236,257,410,243.5,86.5
LKALMAC23243-1_4_r_21_22.tif,kalmii,236,251,347,234.5,153.5
LKALMAC23243-1_4_r_22_22.tif,kalmii,236,211,352,287.5,145.5
LKALMAC23243-1_4_r_3_22.tif,kalmii,236,297,375,219.5,120.5
LKALMAC23243-1_4_r_4_22.tif,kalmii,236,271,364,234.5,131.5
LKALMAC23243-1_4_r_5_22.tif,kalmii,236,255,418,240.5,79.5
LKALMAC23243-1_4_r_6_22.tif,kalmii,236,248,432,250.5,67.5
LKALMAC23243-1_4_r_7_22.tif,kalmii,236,217,440,238.5,55.5
LKALMAC23243-1_4_r_8_22.tif,kalmii,236,197,422,256.5,77.5
LKALMAC23243-1_4_r_9_22.tif,kalmii,236,244,391,212.5,115.5
LPUBEAC14502_0_c_1_14.tif,puberula,118,456,760,431.5,145.5
LPUBEAC14502_0_c_10_14.tif,puberula,118,466,782,475.5,109.5
LPUBEAC14502_0_c_11_14.tif,puberula,118,456,756,419.5,129.5
LPUBEAC14502_0_c_12_14.tif,puberula,118,444,718,445.5,175.5
LPUBEAC14502_0_c_13_14.tif,puberula,118,452,680,431.5,209.5
LPUBEAC14502_0_c_14_14.tif,puberula,118,444,644,445.5,243.5
LPUBEAC14502_0_c_2_14.tif,puberula,118,454,732,461.5,165.5
LPUBEAC14502_0_c_3_14.tif,puberula,118,454,676,447.5,223.5
LPUBEAC14502_0_c_4_14.tif,puberula,118,420,710,449.5,185.5
LPUBEAC14502_0_c_5_14.tif,puberula,118,444,712,445.5,175.5
LPUBEAC14502_0_c_6_14.tif,puberula,118,416,750,463.5,147.5
LPUBEAC14502_0_c_7_14.tif,puberula,118,440,750,441.5,149.5
LPUBEAC14502_0_c_8_14.tif,puberula,118,452,764,459.5,131.5
LPUBEAC14502_0_c_9_14.tif,puberula,118,458,790,463.5,99.5
LPUBEAC14502_0_r_1_14.tif,puberula,118,376,822,457.5,73.5
LPUBEAC14502_0_r_10_14.tif,puberula,118,480,538,439.5,357.5
LPUBEAC14502_0_r_11_14.tif,puberula,118,456,494,447.5,401.5
LPUBEAC14502_0_r_12_14.tif,puberula,118,462,880,459.5,17.5
LPUBEAC14502_0_r_13_14.tif,puberula,118,452,758,435.5,137.5
LPUBEAC14502_0_r_14_14.tif,puberula,118,422,808,477.5,85.5
LPUBEAC14502_0_r_2_14.tif,puberula,118,368,850,469.5,45.5
LPUBEAC14502_0_r_3_14.tif,puberula,118,474,742,435.5,151.5
LPUBEAC14502_0_r_4_14.tif,puberula,118,420,574,447.5,323.5
LPUBEAC14502_0_r_5_14.tif,puberula,118,448,594,435.5,305.5
LPUBEAC14502_0_r_6_14.tif,puberula,118,448,546,447.5,349.5
LPUBEAC14502_0_r_7_14.tif,puberula,118,440,584,431.5,303.5
LPUBEAC14502_0_r_8_14.tif,puberula,118,430,812,467.5,83.5
LPUBEAC14502_0_r_9_14.tif,puberula,118,468,878,481.5,25.5
LPUBENC12501-F-MI_0_c_1_10.tif,puberula,118,600,1044,665.5,308.5
LPUBENC12501-F-MI_0_c_10_10.tif,puberula,118,660,1008,671.5,272.5
LPUBENC12501-F-MI_0_c_2_10.tif,puberula,118,666,1254,635.5,35.5
LPUBENC12501-F-MI_0_c_3_10.tif,puberula,118,681,1221,656.5,68.5
LPUBENC12501-F-MI_0_c_4_10.tif,puberula,118,675,1188,680.5,104.5
LPUBENC12501-F-MI_0_c_5_10.tif,puberula,118,642,1248,617.5,41.5
LPUBENC12501-F-MI_0_c_6_10.tif,puberula,118,645,1188,668.5,101.5
LPUBENC12501-F-MI_0_c_7_10.tif,puberula,118,654,1170,629.5,119.5
LPUBENC12501-F-MI_0_c_8_10.tif,puberula,118,621,1086,644.5,203.5
LPUBENC12501-F-MI_0_c_9_10.tif,puberula,118,606,1065,668.5,233.5
LPUBENC12501-F-MI_0_r_1_6.tif,puberula,118,658,1008,623.5,289.5
LPUBENC12501-F-MI_0_r_2_6.tif,puberula,118,702,1008,657.5,287.5
LPUBENC12501-F-MI_0_r_3_6.tif,puberula,118,700,1058,665.5,233.5
LPUBENC12501-F-MI_0_r_4_6.tif,puberula,118,670,1128,681.5,157.5
LPUBENC12501-F-MI_0_r_5_6.tif,puberula,118,670,1204,641.5,93.5
LPUBENC12501-F-MI_0_r_6_6.tif,puberula,118,666,1260,638.5,35.5
LSIPHLD22095-5-B-MI_0_c_1_23.tif,siphilitica,118,912,1456,975.5,455.5
LSIPHLD22095-5-B-MI_0_c_10_23.tif,siphilitica,118,956,1452,923.5,443.5
LSIPHLD22095-5-B-MI_0_c_11_23.tif,siphilitica,118,972,1576,1071.5,307.5
LSIPHLD22095-5-B-MI_0_c_12_23.tif,siphilitica,118,916,1672,939.5,219.5
LSIPHLD22095-5-B-MI_0_c_13_23.tif,siphilitica,118,936,1568,995.5,347.5
LSIPHLD22095-5-B-MI_0_c_14_23.tif,siphilitica,118,976,1588,991.5,307.5
LSIPHLD22095-5-B-MI_0_c_15_23.tif,siphilitica,118,1056,1616,1023.5,303.5
LSIPHLD22095-5-B-MI_0_c_16_23.tif,siphilitica,118,892,1480,963.5,423.5
LSIPHLD22095-5-B-MI_0_c_17_23.tif,siphilitica,118,1080,1604,907.5,295.5
LSIPHLD22095-5-B-MI_0_c_18_23.tif,siphilitica,118,888,1632,847.5,263.5
LSIPHLD22095-5-B-MI_0_c_19_23.tif,siphilitica,118,964,1560,883.5,339.5
LSIPHLD22095-5-B-MI_0_c_2_23.tif,siphilitica,118,920,1772,907.5,123.5
LSIPHLD22095-5-B-MI_0_c_20_23.tif,siphilitica,118,1028,1640,987.5,267.5
LSIPHLD22095-5-B-MI_0_c_21_23.tif,siphilitica,118,964,1500,915.5,387.5
LSIPHLD22095-5-B-MI_0_c_22_23.tif,siphilitica,118,988,1476,991.5,415.5
LSIPHLD22095-5-B-MI_0_c_23_23.tif,siphilitica,118,940,1392,963.5,479.5
LSIPHLD22095-5-B-MI_0_c_3_23.tif,siphilitica,118,940,1780,991.5,107.5
LSIPHLD22095-5-B-MI_0_c_4_23.tif,siphilitica,118,916,1764,947.5,119.5
LSIPHLD22095-5-B-MI_0_c_5_23.tif,siphilitica,118,904,1448,971.5,439.5
LSIPHLD22095-5-B-MI_0_c_6_23.tif,siphilitica,118,868,1784,999.5,107.5
LSIPHLD22095-5-B-MI_0_c_7_23.tif,siphilitica,118,912,1568,983.5,331.5
LSIPHLD22095-5-B-MI_0_c_8_23.tif,siphilitica,118,948,1872,927.5,3.5
LSIPHLD22095-5-B-MI_0_c_9_23.tif,siphilitica,118,868,1600,951.5,291.5
LSIPHLD22095-5-B-MI_0_r_1_22.tif,siphilitica,118,932,1628,1019.5,267.5
LSIPHLD22095-5-B-MI_0_r_10_22.tif,siphilitica,118,968,1600,987.5,295.5
LSIPHLD22095-5-B-MI_0_r_11_22.tif,siphilitica,118,976,1568,939.5,339.5
LSIPHLD22095-5-B-MI_0_r_12_22.tif,siphilitica,118,948,1632,979.5,247.5
LSIPHLD22095-5-B-MI_0_r_13_22.tif,siphilitica,118,884,1684,971.5,199.5
LSIPHLD22095-5-B-MI_0_r_14_22.tif,siphilitica,118,932,1756,939.5,119.5
LSIPHLD22095-5-B-MI_0_r_15_22.tif,siphilitica,118,932,1496,983.5,395.5
LSIPHLD22095-5-B-MI_0_r_16_22.tif,siphilitica,118,924,1408,991.5,495.5
LSIPHLD22095-5-B-MI_0_r_17_22.tif,siphilitica,118,904,1700,955.5,195.5
LSIPHLD22095-5-B-MI_0_r_18_22.tif,siphilitica,118,920,1264,931.5,639.5
LSIPHLD22095-5-B-MI_0_r_19_22.tif,siphilitica,118,980,1620,971.5,279.5
LSIPHLD22095-5-B-MI_0_r_2_22.tif,siphilitica,118,972,1764,923.5,131.5
LSIPHLD22095-5-B-MI_0_r_20_22.tif,siphilitica,118,944,1636,947.5,259.5
LSIPHLD22095-5-B-MI_0_r_21_22.tif,siphilitica,118,848,1672,971.5,175.5
LSIPHLD22095-5-B-MI_0_r_22_22.tif,siphilitica,118,932,1372,911.5,531.5
LSIPHLD22095-5-B-MI_0_r_4_22.tif,siphilitica,118,960,1740,919.5,159.5
LSIPHLD22095-5-B-MI_0_r_5_22.tif,siphilitica,118,868,1528,979.5,363.5
LSIPHLD22095-5-B-MI_0_r_6_22.tif,siphilitica,118,888,1780,983.5,107.5
LSIPHLD22095-5-B-MI_0_r_7_22.tif,siphilitica,118,904,1760,943.5,139.5
LSIPHLD22095-5-B-MI_0_r_8_22.tif,siphilitica,118,960,1656,935.5,231.5
LSIPHLD22095-5-B-MI_0_r_9_22.tif,siphilitica,118,916,1640,927.5,255.5
LSPICAC17073-Shore_0_r_1_32.tif,spicata,118,352,629,347.5,20.833
LSPICAC17073-Shore_0_r_10_32.tif,spicata,118,338,569,339.5,78.5
LSPICAC17073-Shore_0_r_11_32.tif,spicata,118,340,589,329.5,57.5
LSPICAC17073-Shore_0_r_12_32.tif,spicata,118,339,601,321.5,44.5
LSPICAC17073-Shore_0_r_13_32.tif,spicata,118,316,554,309.5,86.5
LSPICAC17073-Shore_0_r_14_32.tif,spicata,118,319,547,315.5,96.5
LSPICAC17073-Shore_0_r_15_32.tif,spicata,118,321,580,342.5,66.5
LSPICAC17073-Shore_0_r_16_32.tif,spicata,118,317,605,320.5,43.5
LSPICAC17073-Shore_0_r_17_32.tif,spicata,118,318,567,320.5,69.5
LSPICAC17073-Shore_0_r_18_32.tif,spicata,118,300,582,356.5,68.5
LSPICAC17073-Shore_0_r_19_32.tif,spicata,118,328,563,323.5,82.5
LSPICAC17073-Shore_0_r_2_32.tif,spicata,118,333,593,315.5,51.5
LSPICAC17073-Shore_0_r_20_32.tif,spicata,118,316,548,343.5,99.5
LSPICAC17073-Shore_0_r_21_32.tif,spicata,118,357,602,341.5,45.5
LSPICAC17073-Shore_0_r_22_32.tif,spicata,118,344,595,341.5,49.5
LSPICAC17073-Shore_0_r_23_32.tif,spicata,118,346,575,325.5,70.5
LSPICAC17073-Shore_0_r_24_32.tif,spicata,118,345,548,325.5,91.5
LSPICAC17073-Shore_0_r_25_32.tif,spicata,118,372,528,315.5,117.5
LSPICAC17073-Shore_0_r_26_32.tif,spicata,118,333,484,310.5,156.5
LSPICAC17073-Shore_0_r_27_32.tif,spicata,118,413,478,307.5,171.5
LSPICAC17073-Shore_0_r_28_32.tif,spicata,118,299,463,316.5,184.5
LSPICAC17073-Shore_0_r_29_32.tif,spicata,118,348,444,303.5,204.5
LSPICAC17073-Shore_0_r_3_32.tif,spicata,118,330,589,323.5,62.167
LSPICAC17073-Shore_0_r_30_32.tif,spicata,118,339,417,337.5,233.5
LSPICAC17073-Shore_0_r_31_32.tif,spicata,118,323,370,322.5,277.5
LSPICAC17073-Shore_0_r_32_32.tif,spicata,118,323,355,318.5,292.5
LSPICAC17073-Shore_0_r_4_32.tif,spicata,118,330,576,336.833,71.5
LSPICAC17073-Shore_0_r_5_32.tif,spicata,118,276,558,314.167,87.5
LSPICAC17073-Shore_0_r_6_32.tif,spicata,118,322,541,323.5,110.167
LSPICAC17073-Shore_0_r_7_32.tif,spicata,118,281,550,322.167,92.833
LSPICAC17073-Shore_0_r_8_32.tif,spicata,118,412,561,323.5,82.167
LSPICAC17073-Shore_0_r_9_32.tif,spicata,118,314,569,308.833,82.167
LSPICCB23262-1_1_r_1_10.tif,spicata,118,353,506,319.5,142.5
LSPICCB23262-1_1_r_2_10.tif,spicata,118,332,546,319.5,104.5
LSPICCB23262-1_1_r_3_10.tif,spicata,118,348,488,326.5,164.5
LSPICCB23262-1_1_r_4_10.tif,spicata,118,326,535,315.5,107.5
LSPICCB23262-1_1_r_5_10.tif,spicata,118,309,559,315.5,91.5
LSPICCB23262-1_1_r_6_10.tif,spicata,118,317,514,323.5,135.5
LSPICCB23262-1_1_r_7_10.tif,spicata,118,335,532,344.5,114.5
LSPICCB23262-1_1_r_8_10.tif,spicata,118,325,531,317.5,118.5
LSPICCB23262-1_1_r_9_10.tif,spicata,118,331,445,330.5,204.5
LSPICCB23262-1_1_r_10_10.tif,spicata,118,324,391,323.5,256.5
LSPICCB23262-1_2_r_1_10.tif,spicata,118,278,449,243.5,38.5
LSPICCB23262-1_2_r_10_10.tif,spicata,118,329,395,322.5,255.5
LSPICCB23262-1_2_r_2_10.tif,spicata,118,316,501,309.5,149.5
LSPICCB23262-1_2_r_3_10.tif,spicata,118,339,533,328.5,112.5
LSPICCB23262-1_2_r_4_10.tif,spicata,118,304,537,315.5,108.5
LSPICCB23262-1_2_r_5_10.tif,spicata,118,284,540,303.5,106.5
LSPICCB23262-1_2_r_6_10.tif,spicata,118,320,521,299.5,128.5
LSPICCB23262-1_2_r_7_10.tif,spicata,118,349,560,331.5,85.5
LSPICCB23262-1_2_r_8_10.tif,spicata,118,340,506,310.5,141.5
LSPICCB23262-1_2_r_9_10.tif,spicata,118,326,484,323.5,166.5
